Time slot,Consumption (kWh),Wind Generation (kWh per MW),Solar Generation (kWh per MWp),,Grid Tariff: $0.30 per kWh from 7am to 10 am and 5pm to 10pm and $0.20 per kWh for 10 am to 5pm and $0.00 per kWh for the remainder of the day.  ,,,,,
5/24/2025 7:15,10,159,43,,,,,,,
5/24/2025 7:30,10,153,43,,,,,,,
5/24/2025 7:45,10,153,43,,,,,,,
5/24/2025 8:00,10,153,85,,,,,,,
5/24/2025 8:15,10,140,85,,,,,,,
5/24/2025 8:30,10,140,85,,,,,,,
5/24/2025 8:45,10,124,85,,,,,,,
5/24/2025 9:00,10,113,110,,,,,,,
5/24/2025 9:15,10,107,110,,,,,,,
5/24/2025 9:30,10,119,110,,,,,,,
5/24/2025 9:45,10,107,110,,,,,,,
5/24/2025 10:00,10,107,134,,,,,,,
5/24/2025 10:15,10,107,134,,,,,,,
5/24/2025 10:30,10,107,134,,,,,,,
5/24/2025 10:45,10,107,134,,,,,,,
5/24/2025 11:00,10,96,149,,,,,,,
5/24/2025 11:15,10,107,149,,,,,,,
5/24/2025 11:30,10,107,149,,,,,,,
5/24/2025 11:45,10,119,149,,,,,,,
5/24/2025 12:00,10,107,153,,,,,,,
5/24/2025 12:15,10,129,153,,,,,,,
5/24/2025 12:30,10,140,153,,,,,,,
5/24/2025 12:45,10,135,153,,,,,,,
5/24/2025 13:00,10,135,147,,,,,,,
5/24/2025 13:15,10,140,147,,,,,,,
5/24/2025 13:30,10,140,147,,,,,,,
5/24/2025 13:45,10,135,147,,,,,,,
5/24/2025 14:00,10,135,129,,,,,,,
5/24/2025 14:15,10,140,129,,,,,,,
5/24/2025 14:30,10,140,129,,,,,,,
5/24/2025 14:45,10,144,129,,,,,,,
5/24/2025 15:00,10,153,110,,,,,,,
5/24/2025 15:15,10,140,110,,,,,,,
5/24/2025 15:30,10,149,110,,,,,,,
5/24/2025 15:45,10,156,110,,,,,,,
5/24/2025 16:00,10,163,68,,,,,,,
5/24/2025 16:15,10,169,68,,,,,,,
5/24/2025 16:30,10,169,68,,,,,,,
5/24/2025 16:45,10,174,68,,,,,,,
5/24/2025 17:00,10,171,30,,,,,,,
5/24/2025 17:15,10,172,30,,,,,,,
5/24/2025 17:30,10,172,30,,,,,,,
5/24/2025 17:45,10,174,30,,,,,,,
5/24/2025 18:00,10,174,2,,,,,,,
5/24/2025 18:15,10,175,2,,,,,,,
5/24/2025 18:30,10,175,2,,,,,,,
5/24/2025 18:45,10,175,2,,,,,,,
5/24/2025 19:00,10,175,0,,,,,,,
5/24/2025 19:15,10,175,0,,,,,,,
5/24/2025 19:30,10,175,0,,,,,,,
5/24/2025 19:45,10,174,0,,,,,,,
5/24/2025 20:00,10,174,0,,,,,,,
5/24/2025 20:15,10,174,0,,,,,,,
5/24/2025 20:30,10,174,0,,,,,,,
5/24/2025 20:45,10,174,0,,,,,,,
5/24/2025 21:00,10,174,0,,,,,,,
5/24/2025 21:15,10,167,0,,,,,,,
5/24/2025 21:30,10,163,0,,,,,,,
5/24/2025 21:45,10,165,0,,,,,,,
5/24/2025 22:00,10,169,0,,,,,,,
5/24/2025 22:15,10,165,0,,,,,,,
5/24/2025 22:30,10,165,0,,,,,,,
5/24/2025 22:45,10,171,0,,,,,,,
5/24/2025 23:00,10,174,0,,,,,,,
5/24/2025 23:15,10,174,0,,,,,,,
5/24/2025 23:30,10,171,0,,,,,,,
5/24/2025 23:45,10,169,0,,,,,,,
5/25/2025 0:00,10,172,0,,,,,,,
5/25/2025 0:15,10,174,0,,,,,,,
5/25/2025 0:30,10,166,0,,,,,,,
5/25/2025 0:45,10,169,0,,,,,,,
5/25/2025 1:00,10,165,0,,,,,,,
5/25/2025 1:15,10,167,0,,,,,,,
5/25/2025 1:30,10,163,0,,,,,,,
5/25/2025 1:45,10,167,0,,,,,,,
5/25/2025 2:00,10,167,0,,,,,,,
5/25/2025 2:15,10,169,0,,,,,,,
5/25/2025 2:30,10,172,0,,,,,,,
5/25/2025 2:45,10,174,0,,,,,,,
5/25/2025 3:00,10,174,0,,,,,,,
5/25/2025 3:15,10,171,0,,,,,,,
5/25/2025 3:30,10,174,0,,,,,,,
5/25/2025 3:45,10,171,0,,,,,,,
5/25/2025 4:00,10,174,0,,,,,,,
5/25/2025 4:15,10,172,0,,,,,,,
5/25/2025 4:30,10,169,0,,,,,,,
5/25/2025 4:45,10,174,0,,,,,,,
5/25/2025 5:00,10,174,0,,,,,,,
5/25/2025 5:15,10,169,0,,,,,,,
5/25/2025 5:30,10,169,0,,,,,,,
5/25/2025 5:45,10,169,0,,,,,,,
5/25/2025 6:00,10,169,4,,,,,,,
5/25/2025 6:15,10,159,4,,,,,,,
5/25/2025 6:30,10,153,4,,,,,,,
5/25/2025 6:45,10,140,4,,,,,,,
5/25/2025 7:00,10,140,43,,,,,,,
5/25/2025 7:15,10,140,43,,,,,,,
5/25/2025 7:30,10,140,43,,,,,,,
5/25/2025 7:45,10,119,43,,,,,,,
5/25/2025 8:00,10,119,61,,,,,,,
5/25/2025 8:15,10,135,61,,,,,,,
5/25/2025 8:30,10,124,61,,,,,,,
5/25/2025 8:45,10,124,61,,,,,,,
5/25/2025 9:00,10,124,66,,,,,,,
5/25/2025 9:15,10,129,66,,,,,,,
5/25/2025 9:30,10,140,66,,,,,,,
5/25/2025 9:45,10,144,66,,,,,,,
5/25/2025 10:00,10,153,69,,,,,,,
5/25/2025 10:15,10,144,69,,,,,,,
5/25/2025 10:30,10,144,69,,,,,,,
5/25/2025 10:45,10,140,69,,,,,,,
5/25/2025 11:00,10,129,109,,,,,,,
5/25/2025 11:15,10,124,109,,,,,,,
5/25/2025 11:30,10,113,109,,,,,,,
5/25/2025 11:45,10,124,109,,,,,,,
5/25/2025 12:00,10,113,64,,,,,,,
5/25/2025 12:15,10,102,64,,,,,,,
5/25/2025 12:30,10,90,64,,,,,,,
5/25/2025 12:45,10,107,64,,,,,,,
5/25/2025 13:00,10,107,144,,,,,,,
5/25/2025 13:15,10,113,144,,,,,,,
5/25/2025 13:30,10,113,144,,,,,,,
5/25/2025 13:45,10,119,144,,,,,,,
5/25/2025 14:00,10,119,100,,,,,,,
5/25/2025 14:15,10,124,100,,,,,,,
5/25/2025 14:30,10,113,100,,,,,,,
5/25/2025 14:45,10,124,100,,,,,,,
5/25/2025 15:00,10,124,58,,,,,,,
5/25/2025 15:15,10,129,58,,,,,,,
5/25/2025 15:30,10,140,58,,,,,,,
5/25/2025 15:45,10,163,58,,,,,,,
5/25/2025 16:00,10,167,84,,,,,,,
5/25/2025 16:15,10,164,84,,,,,,,
5/25/2025 16:30,10,153,84,,,,,,,
5/25/2025 16:45,10,166,84,,,,,,,
5/25/2025 17:00,10,174,34,,,,,,,
5/25/2025 17:15,10,163,34,,,,,,,
5/25/2025 17:30,10,167,34,,,,,,,
5/25/2025 17:45,10,169,34,,,,,,,
5/25/2025 18:00,10,172,4,,,,,,,
5/25/2025 18:15,10,174,4,,,,,,,
5/25/2025 18:30,10,174,4,,,,,,,
5/25/2025 18:45,10,174,4,,,,,,,
5/25/2025 19:00,10,171,0,,,,,,,
5/25/2025 19:15,10,174,0,,,,,,,
5/25/2025 19:30,10,174,0,,,,,,,
5/25/2025 19:45,10,174,0,,,,,,,
5/25/2025 20:00,10,174,0,,,,,,,
5/25/2025 20:15,10,174,0,,,,,,,
5/25/2025 20:30,10,174,0,,,,,,,
5/25/2025 20:45,10,169,0,,,,,,,
5/25/2025 21:00,10,169,0,,,,,,,
5/25/2025 21:15,10,174,0,,,,,,,
5/25/2025 21:30,10,174,0,,,,,,,
5/25/2025 21:45,10,171,0,,,,,,,
5/25/2025 22:00,10,174,0,,,,,,,
5/25/2025 22:15,10,174,0,,,,,,,
5/25/2025 22:30,10,175,0,,,,,,,
5/25/2025 22:45,10,170,0,,,,,,,
5/25/2025 23:00,10,167,0,,,,,,,
5/25/2025 23:15,10,169,0,,,,,,,
5/25/2025 23:30,10,169,0,,,,,,,
5/25/2025 23:45,10,169,0,,,,,,,
5/26/2025 0:00,10,159,0,,,,,,,
5/26/2025 0:15,10,167,0,,,,,,,
5/26/2025 0:30,10,167,0,,,,,,,
5/26/2025 0:45,10,169,0,,,,,,,
5/26/2025 1:00,10,169,0,,,,,,,
5/26/2025 1:15,10,153,0,,,,,,,
5/26/2025 1:30,10,164,0,,,,,,,
5/26/2025 1:45,10,169,0,,,,,,,
5/26/2025 2:00,10,169,0,,,,,,,
5/26/2025 2:15,10,159,0,,,,,,,
5/26/2025 2:30,10,153,0,,,,,,,
5/26/2025 2:45,10,163,0,,,,,,,
5/26/2025 3:00,10,156,0,,,,,,,
5/26/2025 3:15,10,153,0,,,,,,,
5/26/2025 3:30,10,153,0,,,,,,,
5/26/2025 3:45,10,153,0,,,,,,,
5/26/2025 4:00,10,164,0,,,,,,,
5/26/2025 4:15,10,153,0,,,,,,,
5/26/2025 4:30,10,153,0,,,,,,,
5/26/2025 4:45,10,149,0,,,,,,,
5/26/2025 5:00,10,140,0,,,,,,,
5/26/2025 5:15,10,140,0,,,,,,,
5/26/2025 5:30,10,140,0,,,,,,,
5/26/2025 5:45,10,156,0,,,,,,,
5/26/2025 6:00,10,163,15,,,,,,,
5/26/2025 6:15,10,163,15,,,,,,,
5/26/2025 6:30,10,156,15,,,,,,,
5/26/2025 6:45,10,134,15,,,,,,,
5/26/2025 7:00,10,134,52,,,,,,,
5/26/2025 7:15,10,135,52,,,,,,,
5/26/2025 7:30,10,124,52,,,,,,,
5/26/2025 7:45,10,124,52,,,,,,,
5/26/2025 8:00,10,113,93,,,,,,,
5/26/2025 8:15,10,107,93,,,,,,,
5/26/2025 8:30,10,119,93,,,,,,,
5/26/2025 8:45,10,107,93,,,,,,,
5/26/2025 9:00,10,119,131,,,,,,,
5/26/2025 9:15,10,124,131,,,,,,,
5/26/2025 9:30,10,113,131,,,,,,,
5/26/2025 9:45,10,124,131,,,,,,,
5/26/2025 10:00,10,124,155,,,,,,,
5/26/2025 10:15,10,107,155,,,,,,,
5/26/2025 10:30,10,107,155,,,,,,,
5/26/2025 10:45,10,119,155,,,,,,,
5/26/2025 11:00,10,107,167,,,,,,,
5/26/2025 11:15,10,107,167,,,,,,,
5/26/2025 11:30,10,107,167,,,,,,,
5/26/2025 11:45,10,107,167,,,,,,,
5/26/2025 12:00,10,96,167,,,,,,,
5/26/2025 12:15,10,90,167,,,,,,,
5/26/2025 12:30,10,90,167,,,,,,,
5/26/2025 12:45,10,80,167,,,,,,,
5/26/2025 13:00,10,80,152,,,,,,,
5/26/2025 13:15,10,80,152,,,,,,,
5/26/2025 13:30,10,80,152,,,,,,,
5/26/2025 13:45,10,90,152,,,,,,,
5/26/2025 14:00,10,102,136,,,,,,,
5/26/2025 14:15,10,90,136,,,,,,,
5/26/2025 14:30,10,102,136,,,,,,,
5/26/2025 14:45,10,113,136,,,,,,,
5/26/2025 15:00,10,124,107,,,,,,,
5/26/2025 15:15,10,129,107,,,,,,,
5/26/2025 15:30,10,140,107,,,,,,,
5/26/2025 15:45,10,153,107,,,,,,,
5/26/2025 16:00,10,159,74,,,,,,,
5/26/2025 16:15,10,140,74,,,,,,,
5/26/2025 16:30,10,163,74,,,,,,,
5/26/2025 16:45,10,174,74,,,,,,,
5/26/2025 17:00,10,174,31,,,,,,,
5/26/2025 17:15,10,171,31,,,,,,,
5/26/2025 17:30,10,174,31,,,,,,,
5/26/2025 17:45,10,174,31,,,,,,,
5/26/2025 18:00,10,171,2,,,,,,,
5/26/2025 18:15,10,169,2,,,,,,,
5/26/2025 18:30,10,172,2,,,,,,,
5/26/2025 18:45,10,169,2,,,,,,,
5/26/2025 19:00,10,165,0,,,,,,,
5/26/2025 19:15,10,165,0,,,,,,,
5/26/2025 19:30,10,169,0,,,,,,,
5/26/2025 19:45,10,163,0,,,,,,,
5/26/2025 20:00,10,156,0,,,,,,,
5/26/2025 20:15,10,144,0,,,,,,,
5/26/2025 20:30,10,153,0,,,,,,,
5/26/2025 20:45,10,159,0,,,,,,,
5/26/2025 21:00,10,159,0,,,,,,,
5/26/2025 21:15,10,155,0,,,,,,,
5/26/2025 21:30,10,140,0,,,,,,,
5/26/2025 21:45,10,140,0,,,,,,,
5/26/2025 22:00,10,140,0,,,,,,,
5/26/2025 22:15,10,140,0,,,,,,,
5/26/2025 22:30,10,140,0,,,,,,,
5/26/2025 22:45,10,140,0,,,,,,,
5/26/2025 23:00,10,140,0,,,,,,,
5/26/2025 23:15,10,144,0,,,,,,,
5/26/2025 23:30,10,153,0,,,,,,,
5/26/2025 23:45,10,140,0,,,,,,,
5/27/2025 0:00,10,135,0,,,,,,,
5/27/2025 0:15,10,144,0,,,,,,,
5/27/2025 0:30,10,153,0,,,,,,,
5/27/2025 0:45,10,149,0,,,,,,,
5/27/2025 1:00,10,140,0,,,,,,,
5/27/2025 1:15,10,135,0,,,,,,,
5/27/2025 1:30,10,124,0,,,,,,,
5/27/2025 1:45,10,124,0,,,,,,,
5/27/2025 2:00,10,135,0,,,,,,,
5/27/2025 2:15,10,140,0,,,,,,,
5/27/2025 2:30,10,149,0,,,,,,,
5/27/2025 2:45,10,163,0,,,,,,,
5/27/2025 3:00,10,167,0,,,,,,,
5/27/2025 3:15,10,167,0,,,,,,,
5/27/2025 3:30,10,163,0,,,,,,,
5/27/2025 3:45,10,163,0,,,,,,,
5/27/2025 4:00,10,156,0,,,,,,,
5/27/2025 4:15,10,124,0,,,,,,,
5/27/2025 4:30,10,124,0,,,,,,,
5/27/2025 4:45,10,144,0,,,,,,,
5/27/2025 5:00,10,153,0,,,,,,,
5/27/2025 5:15,10,163,0,,,,,,,
5/27/2025 5:30,10,167,0,,,,,,,
5/27/2025 5:45,10,174,0,,,,,,,
5/27/2025 6:00,10,174,14,,,,,,,
5/27/2025 6:15,10,167,14,,,,,,,
5/27/2025 6:30,10,163,14,,,,,,,
5/27/2025 6:45,10,167,14,,,,,,,
5/27/2025 7:00,10,167,54,,,,,,,
5/27/2025 7:15,10,159,54,,,,,,,
5/27/2025 7:30,10,144,54,,,,,,,
5/27/2025 7:45,10,140,54,,,,,,,
5/27/2025 8:00,10,140,96,,,,,,,
5/27/2025 8:15,10,140,96,,,,,,,
5/27/2025 8:30,10,140,96,,,,,,,
5/27/2025 8:45,10,124,96,,,,,,,
5/27/2025 9:00,10,143,131,,,,,,,
5/27/2025 9:15,10,156,131,,,,,,,
5/27/2025 9:30,10,147,131,,,,,,,
5/27/2025 9:45,10,135,131,,,,,,,
5/27/2025 10:00,10,124,154,,,,,,,
5/27/2025 10:15,10,107,154,,,,,,,
5/27/2025 10:30,10,119,154,,,,,,,
5/27/2025 10:45,10,124,154,,,,,,,
5/27/2025 11:00,10,124,167,,,,,,,
5/27/2025 11:15,10,124,167,,,,,,,
5/27/2025 11:30,10,124,167,,,,,,,
5/27/2025 11:45,10,124,167,,,,,,,
5/27/2025 12:00,10,124,167,,,,,,,
5/27/2025 12:15,10,135,167,,,,,,,
5/27/2025 12:30,10,124,167,,,,,,,
5/27/2025 12:45,10,124,167,,,,,,,
5/27/2025 13:00,10,124,160,,,,,,,
5/27/2025 13:15,10,124,160,,,,,,,
5/27/2025 13:30,10,124,160,,,,,,,
5/27/2025 13:45,10,124,160,,,,,,,
5/27/2025 14:00,10,124,141,,,,,,,
5/27/2025 14:15,10,124,141,,,,,,,
5/27/2025 14:30,10,124,141,,,,,,,
5/27/2025 14:45,10,129,141,,,,,,,
5/27/2025 15:00,10,140,110,,,,,,,
5/27/2025 15:15,10,144,110,,,,,,,
5/27/2025 15:30,10,144,110,,,,,,,
5/27/2025 15:45,10,140,110,,,,,,,
5/27/2025 16:00,10,149,71,,,,,,,
5/27/2025 16:15,10,153,71,,,,,,,
5/27/2025 16:30,10,134,71,,,,,,,
5/27/2025 16:45,10,153,71,,,,,,,
5/27/2025 17:00,10,167,30,,,,,,,
5/27/2025 17:15,10,164,30,,,,,,,
5/27/2025 17:30,10,153,30,,,,,,,
5/27/2025 17:45,10,129,30,,,,,,,
5/27/2025 18:00,10,107,2,,,,,,,
5/27/2025 18:15,10,140,2,,,,,,,
5/27/2025 18:30,10,149,2,,,,,,,
5/27/2025 18:45,10,149,2,,,,,,,
5/27/2025 19:00,10,140,0,,,,,,,
5/27/2025 19:15,10,156,0,,,,,,,
5/27/2025 19:30,10,163,0,,,,,,,
5/27/2025 19:45,10,159,0,,,,,,,
5/27/2025 20:00,10,144,0,,,,,,,
5/27/2025 20:15,10,153,0,,,,,,,
5/27/2025 20:30,10,144,0,,,,,,,
5/27/2025 20:45,10,140,0,,,,,,,
5/27/2025 21:00,10,140,0,,,,,,,
5/27/2025 21:15,10,124,0,,,,,,,
5/27/2025 21:30,10,113,0,,,,,,,
5/27/2025 21:45,10,113,0,,,,,,,
5/27/2025 22:00,10,124,0,,,,,,,
5/27/2025 22:15,10,107,0,,,,,,,
5/27/2025 22:30,10,107,0,,,,,,,
5/27/2025 22:45,10,129,0,,,,,,,
5/27/2025 23:00,10,129,0,,,,,,,
5/27/2025 23:15,10,129,0,,,,,,,
5/27/2025 23:30,10,140,0,,,,,,,
5/27/2025 23:45,10,135,0,,,,,,,
5/28/2025 0:00,10,144,0,,,,,,,
5/28/2025 0:15,10,149,0,,,,,,,
5/28/2025 0:30,10,140,0,,,,,,,
5/28/2025 0:45,10,153,0,,,,,,,
5/28/2025 1:00,10,153,0,,,,,,,
5/28/2025 1:15,10,153,0,,,,,,,
5/28/2025 1:30,10,159,0,,,,,,,
5/28/2025 1:45,10,167,0,,,,,,,
5/28/2025 2:00,10,163,0,,,,,,,
5/28/2025 2:15,10,163,0,,,,,,,
5/28/2025 2:30,10,156,0,,,,,,,
5/28/2025 2:45,10,163,0,,,,,,,
5/28/2025 3:00,10,167,0,,,,,,,
5/28/2025 3:15,10,174,0,,,,,,,
5/28/2025 3:30,10,174,0,,,,,,,
5/28/2025 3:45,10,169,0,,,,,,,
5/28/2025 4:00,10,169,0,,,,,,,
5/28/2025 4:15,10,167,0,,,,,,,
5/28/2025 4:30,10,163,0,,,,,,,
5/28/2025 4:45,10,165,0,,,,,,,
5/28/2025 5:00,10,169,0,,,,,,,
5/28/2025 5:15,10,169,0,,,,,,,
5/28/2025 5:30,10,165,0,,,,,,,
5/28/2025 5:45,10,153,0,,,,,,,
5/28/2025 6:00,10,153,15,,,,,,,
5/28/2025 6:15,10,140,15,,,,,,,
5/28/2025 6:30,10,140,15,,,,,,,
5/28/2025 6:45,10,129,15,,,,,,,
5/28/2025 7:00,10,140,51,,,,,,,
5/28/2025 7:15,10,144,51,,,,,,,
5/28/2025 7:30,10,153,51,,,,,,,
5/28/2025 7:45,10,149,51,,,,,,,
5/28/2025 8:00,10,140,95,,,,,,,
5/28/2025 8:15,10,140,95,,,,,,,
5/28/2025 8:30,10,140,95,,,,,,,
5/28/2025 8:45,10,124,95,,,,,,,
5/28/2025 9:00,10,124,131,,,,,,,
5/28/2025 9:15,10,124,131,,,,,,,
5/28/2025 9:30,10,124,131,,,,,,,
5/28/2025 9:45,10,119,131,,,,,,,
5/28/2025 10:00,10,107,156,,,,,,,
5/28/2025 10:15,10,124,156,,,,,,,
5/28/2025 10:30,10,124,156,,,,,,,
5/28/2025 10:45,10,124,156,,,,,,,
5/28/2025 11:00,10,124,167,,,,,,,
5/28/2025 11:15,10,119,167,,,,,,,
5/28/2025 11:30,10,107,167,,,,,,,
5/28/2025 11:45,10,107,167,,,,,,,
5/28/2025 12:00,10,107,167,,,,,,,
5/28/2025 12:15,10,107,167,,,,,,,
5/28/2025 12:30,10,107,167,,,,,,,
5/28/2025 12:45,10,90,167,,,,,,,
5/28/2025 13:00,10,90,167,,,,,,,
5/28/2025 13:15,10,90,167,,,,,,,
5/28/2025 13:30,10,90,167,,,,,,,
5/28/2025 13:45,10,90,167,,,,,,,
5/28/2025 14:00,10,90,148,,,,,,,
5/28/2025 14:15,10,90,148,,,,,,,
5/28/2025 14:30,10,90,148,,,,,,,
5/28/2025 14:45,10,107,148,,,,,,,
5/28/2025 15:00,10,96,117,,,,,,,
5/28/2025 15:15,10,107,117,,,,,,,
5/28/2025 15:30,10,107,117,,,,,,,
5/28/2025 15:45,10,107,117,,,,,,,
5/28/2025 16:00,10,119,75,,,,,,,
5/28/2025 16:15,10,124,75,,,,,,,
5/28/2025 16:30,10,124,75,,,,,,,
5/28/2025 16:45,10,140,75,,,,,,,
5/28/2025 17:00,10,140,32,,,,,,,
5/28/2025 17:15,10,140,32,,,,,,,
5/28/2025 17:30,10,149,32,,,,,,,
5/28/2025 17:45,10,156,32,,,,,,,
5/28/2025 18:00,10,167,2,,,,,,,
5/28/2025 18:15,10,169,2,,,,,,,
5/28/2025 18:30,10,169,2,,,,,,,
5/28/2025 18:45,10,169,2,,,,,,,
5/28/2025 19:00,10,169,0,,,,,,,
5/28/2025 19:15,10,163,0,,,,,,,
5/28/2025 19:30,10,163,0,,,,,,,
5/28/2025 19:45,10,163,0,,,,,,,
5/28/2025 20:00,10,163,0,,,,,,,
5/28/2025 20:15,10,156,0,,,,,,,
5/28/2025 20:30,10,156,0,,,,,,,
5/28/2025 20:45,10,153,0,,,,,,,
5/28/2025 21:00,10,153,0,,,,,,,
5/28/2025 21:15,10,153,0,,,,,,,
5/28/2025 21:30,10,153,0,,,,,,,
5/28/2025 21:45,10,153,0,,,,,,,
5/28/2025 22:00,10,153,0,,,,,,,
5/28/2025 22:15,10,153,0,,,,,,,
5/28/2025 22:30,10,144,0,,,,,,,
5/28/2025 22:45,10,140,0,,,,,,,
5/28/2025 23:00,10,140,0,,,,,,,
5/28/2025 23:15,10,140,0,,,,,,,
5/28/2025 23:30,10,140,0,,,,,,,
5/28/2025 23:45,10,153,0,,,,,,,
5/29/2025 0:00,10,158,0,,,,,,,
5/29/2025 0:15,10,156,0,,,,,,,
5/29/2025 0:30,10,163,0,,,,,,,
5/29/2025 0:45,10,163,0,,,,,,,
5/29/2025 1:00,10,156,0,,,,,,,
5/29/2025 1:15,10,153,0,,,,,,,
5/29/2025 1:30,10,153,0,,,,,,,
5/29/2025 1:45,10,156,0,,,,,,,
5/29/2025 2:00,10,163,0,,,,,,,
5/29/2025 2:15,10,167,0,,,,,,,
5/29/2025 2:30,10,163,0,,,,,,,
5/29/2025 2:45,10,153,0,,,,,,,
5/29/2025 3:00,10,159,0,,,,,,,
5/29/2025 3:15,10,165,0,,,,,,,
5/29/2025 3:30,10,169,0,,,,,,,
5/29/2025 3:45,10,169,0,,,,,,,
5/29/2025 4:00,10,165,0,,,,,,,
5/29/2025 4:15,10,159,0,,,,,,,
5/29/2025 4:30,10,153,0,,,,,,,
5/29/2025 4:45,10,156,0,,,,,,,
5/29/2025 5:00,10,156,0,,,,,,,
5/29/2025 5:15,10,153,0,,,,,,,
5/29/2025 5:30,10,164,0,,,,,,,
5/29/2025 5:45,10,167,0,,,,,,,
5/29/2025 6:00,10,163,17,,,,,,,
5/29/2025 6:15,10,159,17,,,,,,,
5/29/2025 6:30,10,159,17,,,,,,,
5/29/2025 6:45,10,149,17,,,,,,,
5/29/2025 7:00,10,140,54,,,,,,,
5/29/2025 7:15,10,153,54,,,,,,,
5/29/2025 7:30,10,144,54,,,,,,,
5/29/2025 7:45,10,140,54,,,,,,,
5/29/2025 8:00,10,140,99,,,,,,,
5/29/2025 8:15,10,135,99,,,,,,,
5/29/2025 8:30,10,124,99,,,,,,,
5/29/2025 8:45,10,107,99,,,,,,,
5/29/2025 9:00,10,119,128,,,,,,,
5/29/2025 9:15,10,113,128,,,,,,,
5/29/2025 9:30,10,113,128,,,,,,,
5/29/2025 9:45,10,129,128,,,,,,,
5/29/2025 10:00,10,129,149,,,,,,,
5/29/2025 10:15,10,124,149,,,,,,,
5/29/2025 10:30,10,124,149,,,,,,,
5/29/2025 10:45,10,107,149,,,,,,,
5/29/2025 11:00,10,107,163,,,,,,,
5/29/2025 11:15,10,107,163,,,,,,,
5/29/2025 11:30,10,96,163,,,,,,,
5/29/2025 11:45,10,85,163,,,,,,,
5/29/2025 12:00,10,74,167,,,,,,,
5/29/2025 12:15,10,80,167,,,,,,,
5/29/2025 12:30,10,90,167,,,,,,,
5/29/2025 12:45,10,74,167,,,,,,,
5/29/2025 13:00,10,85,162,,,,,,,
5/29/2025 13:15,10,90,162,,,,,,,
5/29/2025 13:30,10,80,162,,,,,,,
5/29/2025 13:45,10,74,162,,,,,,,
5/29/2025 14:00,10,74,144,,,,,,,
5/29/2025 14:15,10,74,144,,,,,,,
5/29/2025 14:30,10,74,144,,,,,,,
5/29/2025 14:45,10,74,144,,,,,,,
5/29/2025 15:00,10,74,114,,,,,,,
5/29/2025 15:15,10,80,114,,,,,,,
5/29/2025 15:30,10,90,114,,,,,,,
5/29/2025 15:45,10,102,114,,,,,,,
5/29/2025 16:00,10,102,74,,,,,,,
5/29/2025 16:15,10,96,74,,,,,,,
5/29/2025 16:30,10,119,74,,,,,,,
5/29/2025 16:45,10,113,74,,,,,,,
5/29/2025 17:00,10,135,33,,,,,,,
5/29/2025 17:15,10,140,33,,,,,,,
5/29/2025 17:30,10,149,33,,,,,,,
5/29/2025 17:45,10,153,33,,,,,,,
5/29/2025 18:00,10,153,2,,,,,,,
5/29/2025 18:15,10,156,2,,,,,,,
5/29/2025 18:30,10,163,2,,,,,,,
5/29/2025 18:45,10,167,2,,,,,,,
5/29/2025 19:00,10,167,0,,,,,,,
5/29/2025 19:15,10,169,0,,,,,,,
5/29/2025 19:30,10,169,0,,,,,,,
5/29/2025 19:45,10,171,0,,,,,,,
5/29/2025 20:00,10,174,0,,,,,,,
5/29/2025 20:15,10,171,0,,,,,,,
5/29/2025 20:30,10,171,0,,,,,,,
5/29/2025 20:45,10,169,0,,,,,,,
5/29/2025 21:00,10,165,0,,,,,,,
5/29/2025 21:15,10,165,0,,,,,,,
5/29/2025 21:30,10,169,0,,,,,,,
5/29/2025 21:45,10,167,0,,,,,,,
5/29/2025 22:00,10,163,0,,,,,,,
5/29/2025 22:15,10,167,0,,,,,,,
5/29/2025 22:30,10,167,0,,,,,,,
5/29/2025 22:45,10,171,0,,,,,,,
5/29/2025 23:00,10,171,0,,,,,,,
5/29/2025 23:15,10,169,0,,,,,,,
5/29/2025 23:30,10,169,0,,,,,,,
5/29/2025 23:45,10,169,0,,,,,,,
5/30/2025 0:00,10,171,0,,,,,,,
5/30/2025 0:15,10,174,0,,,,,,,
5/30/2025 0:30,10,174,0,,,,,,,
5/30/2025 0:45,10,174,0,,,,,,,
5/30/2025 1:00,10,174,0,,,,,,,
5/30/2025 1:15,10,174,0,,,,,,,
5/30/2025 1:30,10,174,0,,,,,,,
5/30/2025 1:45,10,174,0,,,,,,,
5/30/2025 2:00,10,174,0,,,,,,,
5/30/2025 2:15,10,174,0,,,,,,,
5/30/2025 2:30,10,175,0,,,,,,,
5/30/2025 2:45,10,175,0,,,,,,,
5/30/2025 3:00,10,174,0,,,,,,,
5/30/2025 3:15,10,172,0,,,,,,,
5/30/2025 3:30,10,169,0,,,,,,,
5/30/2025 3:45,10,167,0,,,,,,,
5/30/2025 4:00,10,156,0,,,,,,,
5/30/2025 4:15,10,149,0,,,,,,,
5/30/2025 4:30,10,140,0,,,,,,,
5/30/2025 4:45,10,140,0,,,,,,,
5/30/2025 5:00,10,129,0,,,,,,,
5/30/2025 5:15,10,140,0,,,,,,,
5/30/2025 5:30,10,140,0,,,,,,,
5/30/2025 5:45,10,140,0,,,,,,,
5/30/2025 6:00,10,140,15,,,,,,,
5/30/2025 6:15,10,153,15,,,,,,,
5/30/2025 6:30,10,153,15,,,,,,,
5/30/2025 6:45,10,149,15,,,,,,,
5/30/2025 7:00,10,140,52,,,,,,,
5/30/2025 7:15,10,124,52,,,,,,,
5/30/2025 7:30,10,124,52,,,,,,,
